time,demoic_acid_concentration
UTC,ppm
2012-12-15T00:00:00Z,1
2013-01-15T00:00:00Z,1
2013-02-15T00:00:00Z,1
2013-03-15T00:00:00Z,1
2013-04-15T00:00:00Z,1
2013-06-15T00:00:00Z,1
2013-07-15T00:00:00Z,1
2013-08-15T00:00:00Z,3
2013-09-15T00:00:00Z,2
2013-10-15T00:00:00Z,2
2013-11-15T00:00:00Z,3
2013-12-15T00:00:00Z,3
2014-01-15T00:00:00Z,6
2014-02-15T00:00:00Z,3
2014-03-15T00:00:00Z,2
2014-04-15T00:00:00Z,2
2014-05-15T00:00:00Z,3
2014-06-15T00:00:00Z,2
2014-07-15T00:00:00Z,1
2014-09-15T00:00:00Z,1
2014-10-15T00:00:00Z,1
2014-11-15T00:00:00Z,1
2014-12-15T00:00:00Z,1
2015-01-15T00:00:00Z,1
2015-02-15T00:00:00Z,1
2015-03-15T00:00:00Z,0
2015-04-15T00:00:00Z,1
2015-05-15T00:00:00Z,110
2015-06-15T00:00:00Z,77
2015-07-15T00:00:00Z,57
2015-08-15T00:00:00Z,75
2015-09-15T00:00:00Z,41
2015-10-15T00:00:00Z,31
2015-11-15T00:00:00Z,26
2015-12-15T00:00:00Z,25
2016-01-15T00:00:00Z,18
2016-02-15T00:00:00Z,13
2016-03-15T00:00:00Z,13
2016-04-15T00:00:00Z,7
2016-05-15T00:00:00Z,5
2016-06-15T00:00:00Z,3
2016-07-15T00:00:00Z,6
2016-08-15T00:00:00Z,3
2016-09-15T00:00:00Z,29
2016-10-15T00:00:00Z,26
2016-11-15T00:00:00Z,28
2016-12-15T00:00:00Z,35
2017-01-15T00:00:00Z,34
2017-02-15T00:00:00Z,39
2017-03-15T00:00:00Z,25
2017-04-15T00:00:00Z,19
2017-05-15T00:00:00Z,41
2017-06-15T00:00:00Z,11
2017-07-15T00:00:00Z,14
2017-08-15T00:00:00Z,15
2017-09-15T00:00:00Z,11
2017-10-15T00:00:00Z,10
2017-11-15T00:00:00Z,7
2017-12-15T00:00:00Z,13
2018-01-15T00:00:00Z,9
2018-03-15T00:00:00Z,4
2018-04-15T00:00:00Z,5
2018-08-15T00:00:00Z,1
2018-09-15T00:00:00Z,1
2018-10-15T00:00:00Z,1
2018-11-15T00:00:00Z,2
2018-12-15T00:00:00Z,4
