time,dissolved_oxygen
UTC,ml/L
2016-09-20T00:00:00Z,1.4415
2016-10-11T00:00:00Z,4.439
2016-11-18T00:00:00Z,5.6912
2016-12-06T00:00:00Z,5.2197
2017-01-12T00:00:00Z,5.9883
2017-02-01T00:00:00Z,4.9285
2017-02-17T00:00:00Z,6.0087
2017-02-25T00:00:00Z,6.008
2017-03-20T00:00:00Z,5.9234
2017-04-11T00:00:00Z,6.1026
2017-04-27T00:00:00Z,5.6158
2017-05-21T00:00:00Z,2.2964
2017-06-12T00:00:00Z,1.9753
2017-06-28T00:00:00Z,1.819
2017-07-06T00:00:00Z,1.7166
2017-07-12T00:00:00Z,1.7121
2017-07-27T00:00:00Z,1.023
2017-08-08T00:00:00Z,1.2262
2017-09-06T00:00:00Z,0.2876
2017-09-22T00:00:00Z,3.4419
2017-10-04T00:00:00Z,2.8416
2017-10-26T00:00:00Z,5.3261
2017-11-06T00:00:00Z,3.6219
